Column1,Column2,Column3,Column4
0,CPPWorkSchedule,Busy,0
0,LACGenServer,Idle,0
0,LW1GenServer,Idle,0
0,HAC1GenServer,Idle,0
0,LW2GenServer,Idle,0
0,LWDevGenServer,Idle,0
0,WeatherShutdownSchedule,Busy,0
0,WeatherShutdownSchedule,Busy,0
0,HAC2GenServer,Idle,0
0.000277778,LW1GenServer,Offshift,0
0.000277778,LW2GenServer,Offshift,0
0.000277778,LWDevGenServer,Offshift,0
4.000277778,LW1GenServer,Busy,0
4.000277778,LW2GenServer,Busy,0
4.000277778,LWDevGenServer,Busy,0
8.000277778,LW1GenServer,Offshift,0
8.000277778,LW2GenServer,Offshift,0
8.000277778,LWDevGenServer,Offshift,0
12.00027778,LW1GenServer,Busy,0
12.00027778,LW2GenServer,Busy,0
12.00027778,LWDevGenServer,Busy,0
16.00027778,LW1GenServer,Offshift,0
16.00027778,LW2GenServer,Offshift,0
16.00027778,LWDevGenServer,Offshift,0
20.00027778,LW1GenServer,Busy,0
20.00027778,LW2GenServer,Busy,0
20.00027778,LWDevGenServer,Busy,0
24.00027778,LW1GenServer,Offshift,0
24.00027778,LW2GenServer,Offshift,0
24.00027778,LWDevGenServer,Offshift,0
28.00027778,LW1GenServer,Busy,0
28.00027778,LW2GenServer,Busy,0
28.00027778,LWDevGenServer,Busy,0
32.00027778,LW1GenServer,Offshift,0
32.00027778,LW2GenServer,Offshift,0
32.00027778,LWDevGenServer,Offshift,0
36.00027778,LW1GenServer,Busy,0
36.00027778,LW2GenServer,Busy,0
36.00027778,LWDevGenServer,Busy,0
40.00027778,LW1GenServer,Offshift,0
40.00027778,LW2GenServer,Offshift,0
40.00027778,LWDevGenServer,Offshift,0
44.00027778,LW1GenServer,Busy,0
44.00027778,LW2GenServer,Busy,0
44.00027778,LWDevGenServer,Busy,0
48.00027778,LW1GenServer,Offshift,0
48.00027778,LW2GenServer,Offshift,0
48.00027778,LWDevGenServer,Offshift,0
52.00027778,LW1GenServer,Busy,0
52.00027778,LW2GenServer,Busy,0
52.00027778,LWDevGenServer,Busy,0
56.00027778,LW1GenServer,Offshift,0
56.00027778,LW2GenServer,Offshift,0
56.00027778,LWDevGenServer,Offshift,0
60.00027778,LW1GenServer,Busy,0
60.00027778,LW2GenServer,Busy,0
60.00027778,LWDevGenServer,Busy,0
64.00027778,LW1GenServer,Offshift,0
64.00027778,LW2GenServer,Offshift,0
64.00027778,LWDevGenServer,Offshift,0
68.00027778,LW1GenServer,Busy,0
68.00027778,LW2GenServer,Busy,0
68.00027778,LWDevGenServer,Busy,0
72.00027778,LW1GenServer,Offshift,0
72.00027778,LW2GenServer,Offshift,0
72.00027778,LWDevGenServer,Offshift,0
76.00027778,LW1GenServer,Busy,0
76.00027778,LW2GenServer,Busy,0
76.00027778,LWDevGenServer,Busy,0
80.00027778,LW1GenServer,Offshift,0
80.00027778,LW2GenServer,Offshift,0
80.00027778,LWDevGenServer,Offshift,0
84.00027778,LW1GenServer,Busy,0
84.00027778,LW2GenServer,Busy,0
84.00027778,LWDevGenServer,Busy,0
88.00027778,LW1GenServer,Offshift,0
88.00027778,LW2GenServer,Offshift,0
88.00027778,LWDevGenServer,Offshift,0
92.00027778,LW1GenServer,Busy,0
92.00027778,LW2GenServer,Busy,0
92.00027778,LWDevGenServer,Busy,0
93.19048128,TrainLoadStation,Failed,0
94.57242297,TrainLoadStation,Busy,0
96.00027778,LW1GenServer,Offshift,0
96.00027778,LW2GenServer,Offshift,0
96.00027778,LWDevGenServer,Offshift,0
100.0002778,LW1GenServer,Busy,0
100.0002778,LW2GenServer,Busy,0
100.0002778,LWDevGenServer,Busy,0
104.0002778,LW1GenServer,Offshift,0
104.0002778,LW2GenServer,Offshift,0
104.0002778,LWDevGenServer,Offshift,0
108.0002778,LW1GenServer,Busy,0
108.0002778,LW2GenServer,Busy,0
108.0002778,LWDevGenServer,Busy,0
112.0002778,LW1GenServer,Offshift,0
112.0002778,LW2GenServer,Offshift,0
112.0002778,LWDevGenServer,Offshift,0
112.0746443,TrainLoadStation,Failed,0
113.1084441,TrainLoadStation,Busy,0
116.0002778,LW1GenServer,Busy,0
116.0002778,LW2GenServer,Busy,0
116.0002778,LWDevGenServer,Busy,0
120.0002778,LW1GenServer,Offshift,0
120.0002778,LW2GenServer,Offshift,0
120.0002778,LWDevGenServer,Offshift,0
124.0002778,LW1GenServer,Busy,0
124.0002778,LW2GenServer,Busy,0
124.0002778,LWDevGenServer,Busy,0
128.0002778,LW1GenServer,Offshift,0
128.0002778,LW2GenServer,Offshift,0
128.0002778,LWDevGenServer,Offshift,0
132.0002778,LW1GenServer,Busy,0
132.0002778,LW2GenServer,Busy,0
132.0002778,LWDevGenServer,Busy,0
136.0002778,LW1GenServer,Offshift,0
136.0002778,LW2GenServer,Offshift,0
136.0002778,LWDevGenServer,Offshift,0
140.0002778,LW1GenServer,Busy,0
140.0002778,LW2GenServer,Busy,0
140.0002778,LWDevGenServer,Busy,0
144.0002778,LACGenServer,Offshift,0
144.0002778,HAC1GenServer,Offshift,0
144.0002778,HAC2GenServer,Offshift,0
144.0002778,LW1GenServer,Offshift,0
144.0002778,LW2GenServer,Offshift,0
144.0002778,LWDevGenServer,Offshift,0
145.6395974,TrainLoadStation,Failed,0
146.3564932,TrainLoadStation,Busy,0
148.0002778,LW1GenServer,Busy,0
148.0002778,LW2GenServer,Busy,0
148.0002778,LWDevGenServer,Busy,0
152.0002778,LW1GenServer,Offshift,0
152.0002778,LW2GenServer,Offshift,0
152.0002778,LWDevGenServer,Offshift,0
156.0002778,LW1GenServer,Busy,0
156.0002778,LW2GenServer,Busy,0
156.0002778,LWDevGenServer,Busy,0
157.2667326,CPPWorkSchedule,FailedBusy,1
160.0002778,LW1GenServer,Offshift,0
160.0002778,LW2GenServer,Offshift,0
160.0002778,LWDevGenServer,Offshift,0
164.0002778,LW1GenServer,Busy,0
164.0002778,LW2GenServer,Busy,0
164.0002778,LWDevGenServer,Busy,0
167.0155124,CPPWorkSchedule,Busy,0
168.0002778,LW1GenServer,Offshift,0
168.0002778,LW2GenServer,Offshift,0
168.0002778,LWDevGenServer,Offshift,0
172.0002778,LW1GenServer,Busy,0
172.0002778,LW2GenServer,Busy,0
172.0002778,LWDevGenServer,Busy,0
176.0002778,LW1GenServer,Offshift,0
176.0002778,LW2GenServer,Offshift,0
176.0002778,LWDevGenServer,Offshift,0
180.0002778,LW1GenServer,Busy,0
180.0002778,LW2GenServer,Busy,0
180.0002778,LWDevGenServer,Busy,0
184.0002778,LW1GenServer,Offshift,0
184.0002778,LW2GenServer,Offshift,0
184.0002778,LWDevGenServer,Offshift,0
188.0002778,LW1GenServer,Busy,0
188.0002778,LW2GenServer,Busy,0
188.0002778,LWDevGenServer,Busy,0
192.0002778,LACGenServer,Busy,0
192.0002778,HAC1GenServer,Busy,0
192.0002778,HAC2GenServer,Busy,0
192.0002778,LW1GenServer,Offshift,0
192.0002778,LW2GenServer,Offshift,0
192.0002778,LWDevGenServer,Offshift,0
196.0002778,LW1GenServer,Busy,0
196.0002778,LW2GenServer,Busy,0
196.0002778,LWDevGenServer,Busy,0
200.0002778,LW1GenServer,Offshift,0
200.0002778,LW2GenServer,Offshift,0
200.0002778,LWDevGenServer,Offshift,0
204.0002778,LW1GenServer,Busy,0
204.0002778,LW2GenServer,Busy,0
204.0002778,LWDevGenServer,Busy,0
208.0002778,LW1GenServer,Offshift,0
208.0002778,LW2GenServer,Offshift,0
208.0002778,LWDevGenServer,Offshift,0
212.0002778,LW1GenServer,Busy,0
212.0002778,LW2GenServer,Busy,0
212.0002778,LWDevGenServer,Busy,0
216.0002778,LW1GenServer,Offshift,0
216.0002778,LW2GenServer,Offshift,0
216.0002778,LWDevGenServer,Offshift,0
220.0002778,LW1GenServer,Busy,0
220.0002778,LW2GenServer,Busy,0
220.0002778,LWDevGenServer,Busy,0
224.0002778,LW1GenServer,Offshift,0
224.0002778,LW2GenServer,Offshift,0
224.0002778,LWDevGenServer,Offshift,0
228.0002778,LW1GenServer,Busy,0
228.0002778,LW2GenServer,Busy,0
228.0002778,LWDevGenServer,Busy,0
232.0002778,LW1GenServer,Offshift,0
232.0002778,LW2GenServer,Offshift,0
232.0002778,LWDevGenServer,Offshift,0
236.0002778,LW1GenServer,Busy,0
236.0002778,LW2GenServer,Busy,0
236.0002778,LWDevGenServer,Busy,0
240.0002778,CPPWorkSchedule,OffshiftBusy,1
240.0002778,WeatherShutdownSchedule,OffshiftBusy,0
240.0002778,LW1GenServer,Offshift,0
240.0002778,LW2GenServer,Offshift,0
240.0002778,LWDevGenServer,Offshift,0
244.0002778,LW1GenServer,Busy,0
244.0002778,LW2GenServer,Busy,0
244.0002778,LWDevGenServer,Busy,0
248.0002778,LW1GenServer,Offshift,0
248.0002778,LW2GenServer,Offshift,0
248.0002778,LWDevGenServer,Offshift,0
252.0002778,LW1GenServer,Busy,0
252.0002778,LW2GenServer,Busy,0
252.0002778,LWDevGenServer,Busy,0
256.0002778,LW1GenServer,Offshift,0
256.0002778,LW2GenServer,Offshift,0
256.0002778,LWDevGenServer,Offshift,0
260.0002778,LW1GenServer,Busy,0
260.0002778,LW2GenServer,Busy,0
260.0002778,LWDevGenServer,Busy,0
264.0002778,LW1GenServer,Offshift,0
264.0002778,LW2GenServer,Offshift,0
264.0002778,LWDevGenServer,Offshift,0
268.0002778,LW1GenServer,Busy,0
268.0002778,LW2GenServer,Busy,0
268.0002778,LWDevGenServer,Busy,0
272.0002778,LW1GenServer,Offshift,0
272.0002778,LW2GenServer,Offshift,0
272.0002778,LWDevGenServer,Offshift,0
276.0002778,LW1GenServer,Busy,0
276.0002778,LW2GenServer,Busy,0
276.0002778,LWDevGenServer,Busy,0
280.0002778,LW1GenServer,Offshift,0
280.0002778,LW2GenServer,Offshift,0
280.0002778,LWDevGenServer,Offshift,0
284.0002778,LW1GenServer,Busy,0
284.0002778,LW2GenServer,Busy,0
284.0002778,LWDevGenServer,Busy,0
288.0002778,CPPWorkSchedule,Busy,0
288.0002778,WeatherShutdownSchedule,Busy,0
288.0002778,LW1GenServer,Offshift,0
288.0002778,LW2GenServer,Offshift,0
288.0002778,LWDevGenServer,Offshift,0
292.0002778,LW1GenServer,Busy,0
292.0002778,LW2GenServer,Busy,0
292.0002778,LWDevGenServer,Busy,0
296.0002778,LW1GenServer,Offshift,0
296.0002778,LW2GenServer,Offshift,0
296.0002778,LWDevGenServer,Offshift,0
300.0002778,LW1GenServer,Busy,0
300.0002778,LW2GenServer,Busy,0
300.0002778,LWDevGenServer,Busy,0
301.8048513,TrainLoadStation,Failed,0
302.7824674,TrainLoadStation,Busy,0
304.0002778,LW1GenServer,Offshift,0
304.0002778,LW2GenServer,Offshift,0
304.0002778,LWDevGenServer,Offshift,0
308.0002778,LW1GenServer,Busy,0
308.0002778,LW2GenServer,Busy,0
308.0002778,LWDevGenServer,Busy,0
312.0002778,LW1GenServer,Offshift,0
312.0002778,LW2GenServer,Offshift,0
312.0002778,LWDevGenServer,Offshift,0
316.0002778,LW1GenServer,Busy,0
316.0002778,LW2GenServer,Busy,0
316.0002778,LWDevGenServer,Busy,0
320.0002778,LW1GenServer,Offshift,0
320.0002778,LW2GenServer,Offshift,0
320.0002778,LWDevGenServer,Offshift,0
324.0002778,LW1GenServer,Busy,0
324.0002778,LW2GenServer,Busy,0
324.0002778,LWDevGenServer,Busy,0
328.0002778,LW1GenServer,Offshift,0
328.0002778,LW2GenServer,Offshift,0
328.0002778,LWDevGenServer,Offshift,0
332.0002778,LW1GenServer,Busy,0
332.0002778,LW2GenServer,Busy,0
332.0002778,LWDevGenServer,Busy,0
336.0002778,LW1GenServer,Offshift,0
336.0002778,LW2GenServer,Offshift,0
336.0002778,LWDevGenServer,Offshift,0
340.0002778,LW1GenServer,Busy,0
340.0002778,LW2GenServer,Busy,0
340.0002778,LWDevGenServer,Busy,0
344.0002778,LW1GenServer,Offshift,0
344.0002778,LW2GenServer,Offshift,0
344.0002778,LWDevGenServer,Offshift,0
348.0002778,LW1GenServer,Busy,0
348.0002778,LW2GenServer,Busy,0
348.0002778,LWDevGenServer,Busy,0
352.0002778,LW1GenServer,Offshift,0
352.0002778,LW2GenServer,Offshift,0
352.0002778,LWDevGenServer,Offshift,0
356.0002778,LW1GenServer,Busy,0
356.0002778,LW2GenServer,Busy,0
356.0002778,LWDevGenServer,Busy,0
360.0002778,LW1GenServer,Offshift,0
360.0002778,LW2GenServer,Offshift,0
360.0002778,LWDevGenServer,Offshift,0
364.0002778,LW1GenServer,Busy,0
364.0002778,LW2GenServer,Busy,0
364.0002778,LWDevGenServer,Busy,0
368.0002778,LW1GenServer,Offshift,0
368.0002778,LW2GenServer,Offshift,0
368.0002778,LWDevGenServer,Offshift,0
372.0002778,LW1GenServer,Busy,0
372.0002778,LW2GenServer,Busy,0
372.0002778,LWDevGenServer,Busy,0
376.0002778,LW1GenServer,Offshift,0
376.0002778,LW2GenServer,Offshift,0
376.0002778,LWDevGenServer,Offshift,0
380.0002778,LW1GenServer,Busy,0
380.0002778,LW2GenServer,Busy,0
380.0002778,LWDevGenServer,Busy,0
384.0002778,LW1GenServer,Offshift,0
384.0002778,LW2GenServer,Offshift,0
384.0002778,LWDevGenServer,Offshift,0
388.0002778,LW1GenServer,Busy,0
388.0002778,LW2GenServer,Busy,0
388.0002778,LWDevGenServer,Busy,0
392.0002778,LW1GenServer,Offshift,0
392.0002778,LW2GenServer,Offshift,0
392.0002778,LWDevGenServer,Offshift,0
394.6785361,CPPWorkSchedule,FailedBusy,1
396.0002778,LW1GenServer,Busy,0
396.0002778,LW2GenServer,Busy,0
396.0002778,LWDevGenServer,Busy,0
400.0002778,LW1GenServer,Offshift,0
400.0002778,LW2GenServer,Offshift,0
400.0002778,LWDevGenServer,Offshift,0
401.8688899,CPPWorkSchedule,Busy,0
404.0002778,LW1GenServer,Busy,0
404.0002778,LW2GenServer,Busy,0
404.0002778,LWDevGenServer,Busy,0
408.0002778,LW1GenServer,Offshift,0
408.0002778,LW2GenServer,Offshift,0
408.0002778,LWDevGenServer,Offshift,0
412.0002778,LW1GenServer,Busy,0
412.0002778,LW2GenServer,Busy,0
412.0002778,LWDevGenServer,Busy,0
416.0002778,LW1GenServer,Offshift,0
416.0002778,LW2GenServer,Offshift,0
416.0002778,LWDevGenServer,Offshift,0
420.0002778,LW1GenServer,Busy,0
420.0002778,LW2GenServer,Busy,0
420.0002778,LWDevGenServer,Busy,0
424.0002778,LW1GenServer,Offshift,0
424.0002778,LW2GenServer,Offshift,0
424.0002778,LWDevGenServer,Offshift,0
428.0002778,LW1GenServer,Busy,0
428.0002778,LW2GenServer,Busy,0
428.0002778,LWDevGenServer,Busy,0
432.0002778,LW1GenServer,Offshift,0
432.0002778,LW2GenServer,Offshift,0
432.0002778,LWDevGenServer,Offshift,0
436.0002778,LW1GenServer,Busy,0
436.0002778,LW2GenServer,Busy,0
436.0002778,LWDevGenServer,Busy,0
440.0002778,LW1GenServer,Offshift,0
440.0002778,LW2GenServer,Offshift,0
440.0002778,LWDevGenServer,Offshift,0
444.0002778,LW1GenServer,Busy,0
444.0002778,LW2GenServer,Busy,0
444.0002778,LWDevGenServer,Busy,0
448.0002778,LW1GenServer,Offshift,0
448.0002778,LW2GenServer,Offshift,0
448.0002778,LWDevGenServer,Offshift,0
452.0002778,LW1GenServer,Busy,0
452.0002778,LW2GenServer,Busy,0
452.0002778,LWDevGenServer,Busy,0
456.0002778,LW1GenServer,Offshift,0
456.0002778,LW2GenServer,Offshift,0
456.0002778,LWDevGenServer,Offshift,0
460.0002778,LW1GenServer,Busy,0
460.0002778,LW2GenServer,Busy,0
460.0002778,LWDevGenServer,Busy,0
464.0002778,LW1GenServer,Offshift,0
464.0002778,LW2GenServer,Offshift,0
464.0002778,LWDevGenServer,Offshift,0
468.0002778,LW1GenServer,Busy,0
468.0002778,LW2GenServer,Busy,0
468.0002778,LWDevGenServer,Busy,0
472.0002778,LW1GenServer,Offshift,0
472.0002778,LW2GenServer,Offshift,0
472.0002778,LWDevGenServer,Offshift,0
476.0002778,LW1GenServer,Busy,0
476.0002778,LW2GenServer,Busy,0
476.0002778,LWDevGenServer,Busy,0
480.0002778,LW1GenServer,Offshift,0
480.0002778,LW2GenServer,Offshift,0
480.0002778,LWDevGenServer,Offshift,0
484.0002778,LW1GenServer,Busy,0
484.0002778,LW2GenServer,Busy,0
484.0002778,LWDevGenServer,Busy,0
488.0002778,LW1GenServer,Offshift,0
488.0002778,LW2GenServer,Offshift,0
488.0002778,LWDevGenServer,Offshift,0
492.0002778,LW1GenServer,Busy,0
492.0002778,LW2GenServer,Busy,0
492.0002778,LWDevGenServer,Busy,0
496.0002778,LW1GenServer,Offshift,0
496.0002778,LW2GenServer,Offshift,0
496.0002778,LWDevGenServer,Offshift,0
500.0002778,LW1GenServer,Busy,0
500.0002778,LW2GenServer,Busy,0
500.0002778,LWDevGenServer,Busy,0
504.0002778,LW1GenServer,Offshift,0
504.0002778,LW2GenServer,Offshift,0
504.0002778,LWDevGenServer,Offshift,0
508.0002778,LW1GenServer,Busy,0
508.0002778,LW2GenServer,Busy,0
508.0002778,LWDevGenServer,Busy,0
512.0002778,LW1GenServer,Offshift,0
512.0002778,LW2GenServer,Offshift,0
512.0002778,LWDevGenServer,Offshift,0
516.0002778,LW1GenServer,Busy,0
516.0002778,LW2GenServer,Busy,0
516.0002778,LWDevGenServer,Busy,0
520.0002778,LW1GenServer,Offshift,0
520.0002778,LW2GenServer,Offshift,0
520.0002778,LWDevGenServer,Offshift,0
524.0002778,LW1GenServer,Busy,0
524.0002778,LW2GenServer,Busy,0
524.0002778,LWDevGenServer,Busy,0
528.0002778,LW1GenServer,Offshift,0
528.0002778,LW2GenServer,Offshift,0
528.0002778,LWDevGenServer,Offshift,0
532.0002778,LW1GenServer,Busy,0
532.0002778,LW2GenServer,Busy,0
532.0002778,LWDevGenServer,Busy,0
536.0002778,LW1GenServer,Offshift,0
536.0002778,LW2GenServer,Offshift,0
536.0002778,LWDevGenServer,Offshift,0
540.0002778,LW1GenServer,Busy,0
540.0002778,LW2GenServer,Busy,0
540.0002778,LWDevGenServer,Busy,0
544.0002778,LW1GenServer,Offshift,0
544.0002778,LW2GenServer,Offshift,0
544.0002778,LWDevGenServer,Offshift,0
548.0002778,LW1GenServer,Busy,0
548.0002778,LW2GenServer,Busy,0
548.0002778,LWDevGenServer,Busy,0
552.0002778,LACGenServer,Offshift,0
552.0002778,HAC1GenServer,Offshift,0
552.0002778,HAC2GenServer,Offshift,0
552.0002778,LW1GenServer,Offshift,0
552.0002778,LW2GenServer,Offshift,0
552.0002778,LWDevGenServer,Offshift,0
556.0002778,LW1GenServer,Busy,0
556.0002778,LW2GenServer,Busy,0
556.0002778,LWDevGenServer,Busy,0
560.0002778,LW1GenServer,Offshift,0
560.0002778,LW2GenServer,Offshift,0
560.0002778,LWDevGenServer,Offshift,0
564.0002778,LW1GenServer,Busy,0
564.0002778,LW2GenServer,Busy,0
564.0002778,LWDevGenServer,Busy,0
568.0002778,LW1GenServer,Offshift,0
568.0002778,LW2GenServer,Offshift,0
568.0002778,LWDevGenServer,Offshift,0
572.0002778,LW1GenServer,Busy,0
572.0002778,LW2GenServer,Busy,0
572.0002778,LWDevGenServer,Busy,0
576.0002778,LACGenServer,Busy,0
576.0002778,HAC1GenServer,Busy,0
576.0002778,HAC2GenServer,Busy,0
576.0002778,LW1GenServer,Offshift,0
576.0002778,LW2GenServer,Offshift,0
576.0002778,LWDevGenServer,Offshift,0
580.0002778,LW1GenServer,Busy,0
580.0002778,LW2GenServer,Busy,0
580.0002778,LWDevGenServer,Busy,0
584.0002778,LW1GenServer,Offshift,0
584.0002778,LW2GenServer,Offshift,0
584.0002778,LWDevGenServer,Offshift,0
588.0002778,LW1GenServer,Busy,0
588.0002778,LW2GenServer,Busy,0
588.0002778,LWDevGenServer,Busy,0
592.0002778,LW1GenServer,Offshift,0
592.0002778,LW2GenServer,Offshift,0
592.0002778,LWDevGenServer,Offshift,0
596.0002778,LW1GenServer,Busy,0
596.0002778,LW2GenServer,Busy,0
596.0002778,LWDevGenServer,Busy,0
600.0002778,LW1GenServer,Offshift,0
600.0002778,LW2GenServer,Offshift,0
600.0002778,LWDevGenServer,Offshift,0
603.9390876,CPPWorkSchedule,FailedBusy,1
604.0002778,LW1GenServer,Busy,0
604.0002778,LW2GenServer,Busy,0
604.0002778,LWDevGenServer,Busy,0
608.0002778,LW1GenServer,Offshift,0
608.0002778,LW2GenServer,Offshift,0
608.0002778,LWDevGenServer,Offshift,0
611.2871137,CPPWorkSchedule,Busy,0
612.0002778,LW1GenServer,Busy,0
612.0002778,LW2GenServer,Busy,0
612.0002778,LWDevGenServer,Busy,0
616.0002778,LW1GenServer,Offshift,0
616.0002778,LW2GenServer,Offshift,0
616.0002778,LWDevGenServer,Offshift,0
620.0002778,LW1GenServer,Busy,0
620.0002778,LW2GenServer,Busy,0
620.0002778,LWDevGenServer,Busy,0
624.0002778,LW1GenServer,Offshift,0
624.0002778,LW2GenServer,Offshift,0
624.0002778,LWDevGenServer,Offshift,0
628.0002778,LW1GenServer,Busy,0
628.0002778,LW2GenServer,Busy,0
628.0002778,LWDevGenServer,Busy,0
632.0002778,LW1GenServer,Offshift,0
632.0002778,LW2GenServer,Offshift,0
632.0002778,LWDevGenServer,Offshift,0
636.0002778,LW1GenServer,Busy,0
636.0002778,LW2GenServer,Busy,0
636.0002778,LWDevGenServer,Busy,0
640.0002778,LW1GenServer,Offshift,0
640.0002778,LW2GenServer,Offshift,0
640.0002778,LWDevGenServer,Offshift,0
644.0002778,LW1GenServer,Busy,0
644.0002778,LW2GenServer,Busy,0
644.0002778,LWDevGenServer,Busy,0
648.0002778,LW1GenServer,Offshift,0
648.0002778,LW2GenServer,Offshift,0
648.0002778,LWDevGenServer,Offshift,0
652.0002778,LW1GenServer,Idle,0
652.0002778,LW2GenServer,Idle,0
652.0002778,LWDevGenServer,Idle,0
656.0002778,LW1GenServer,Offshift,0
656.0002778,LW2GenServer,Offshift,0
656.0002778,LWDevGenServer,Offshift,0
660.0002778,LW1GenServer,Idle,0
660.0002778,LW2GenServer,Idle,0
660.0002778,LWDevGenServer,Idle,0
664.0002778,LW1GenServer,Offshift,0
664.0002778,LW2GenServer,Offshift,0
664.0002778,LWDevGenServer,Offshift,0
668.0002778,LW1GenServer,Idle,0
668.0002778,LW2GenServer,Idle,0
668.0002778,LWDevGenServer,Idle,0
672.0002778,LW1GenServer,Offshift,0
672.0002778,LW2GenServer,Offshift,0
672.0002778,LWDevGenServer,Offshift,0
672.8686328,CPPWorkSchedule,FailedBusy,1
676.0002778,LW1GenServer,Idle,0
676.0002778,LW2GenServer,Idle,0
676.0002778,LWDevGenServer,Idle,0
680.0002778,LW1GenServer,Offshift,0
680.0002778,LW2GenServer,Offshift,0
680.0002778,LWDevGenServer,Offshift,0
684.0002778,LW1GenServer,Idle,0
684.0002778,LW2GenServer,Idle,0
684.0002778,LWDevGenServer,Idle,0
684.0098891,CPPWorkSchedule,Busy,0
688.0002778,LW1GenServer,Offshift,0
688.0002778,LW2GenServer,Offshift,0
688.0002778,LWDevGenServer,Offshift,0
689.3321352,CPPWorkSchedule,FailedBusy,1
692.0002778,LW1GenServer,Idle,0
692.0002778,LW2GenServer,Idle,0
692.0002778,LWDevGenServer,Idle,0
696.0002778,LW1GenServer,Offshift,0
696.0002778,LW2GenServer,Offshift,0
696.0002778,LWDevGenServer,Offshift,0
696.1540924,CPPWorkSchedule,Busy,0
700.0002778,LW1GenServer,Idle,0
700.0002778,LW2GenServer,Idle,0
700.0002778,LWDevGenServer,Idle,0
704.0002778,LW1GenServer,Offshift,0
704.0002778,LW2GenServer,Offshift,0
704.0002778,LWDevGenServer,Offshift,0
708.0002778,LW1GenServer,Idle,0
708.0002778,LW2GenServer,Idle,0
708.0002778,LWDevGenServer,Idle,0
712.0002778,LW1GenServer,Offshift,0
712.0002778,LW2GenServer,Offshift,0
712.0002778,LWDevGenServer,Offshift,0
716.0002778,LW1GenServer,Idle,0
716.0002778,LW2GenServer,Idle,0
716.0002778,LWDevGenServer,Idle,0
720.0002778,LW1GenServer,Offshift,0
720.0002778,LW2GenServer,Offshift,0
720.0002778,LWDevGenServer,Offshift,0
724.0002778,LW1GenServer,Idle,0
724.0002778,LW2GenServer,Idle,0
724.0002778,LWDevGenServer,Idle,0
728.0002778,LW1GenServer,Offshift,0
728.0002778,LW2GenServer,Offshift,0
728.0002778,LWDevGenServer,Offshift,0
732.0002778,LW1GenServer,Idle,0
732.0002778,LW2GenServer,Idle,0
732.0002778,LWDevGenServer,Idle,0
736.0002778,LW1GenServer,Offshift,0
736.0002778,LW2GenServer,Offshift,0
736.0002778,LWDevGenServer,Offshift,0
740.0002778,LW1GenServer,Idle,0
740.0002778,LW2GenServer,Idle,0
740.0002778,LWDevGenServer,Idle,0
744.0002778,LW1GenServer,Offshift,0
744.0002778,LW2GenServer,Offshift,0
744.0002778,LWDevGenServer,Offshift,0
745.750416,TrainLoadStation,Failed,0
746.991872,TrainLoadStation,Busy,0
748.0002778,LW1GenServer,Busy,0
748.0002778,LW2GenServer,Busy,0
748.0002778,LWDevGenServer,Busy,0
752.0002778,LW1GenServer,Offshift,0
752.0002778,LW2GenServer,Offshift,0
752.0002778,LWDevGenServer,Offshift,0
756.0002778,LW1GenServer,Busy,0
756.0002778,LW2GenServer,Busy,0
756.0002778,LWDevGenServer,Busy,0
760.0002778,LW1GenServer,Offshift,0
760.0002778,LW2GenServer,Offshift,0
760.0002778,LWDevGenServer,Offshift,0
764.0002778,LW1GenServer,Busy,0
764.0002778,LW2GenServer,Busy,0
764.0002778,LWDevGenServer,Busy,0
768.0002778,LW1GenServer,Offshift,0
768.0002778,LW2GenServer,Offshift,0
768.0002778,LWDevGenServer,Offshift,0
772.0002778,LW1GenServer,Busy,0
772.0002778,LW2GenServer,Busy,0
772.0002778,LWDevGenServer,Busy,0
776.0002778,LW1GenServer,Offshift,0
776.0002778,LW2GenServer,Offshift,0
776.0002778,LWDevGenServer,Offshift,0
780.0002778,LW1GenServer,Busy,0
780.0002778,LW2GenServer,Busy,0
780.0002778,LWDevGenServer,Busy,0
784.0002778,LW1GenServer,Offshift,0
784.0002778,LW2GenServer,Offshift,0
784.0002778,LWDevGenServer,Offshift,0
788.0002778,LW1GenServer,Busy,0
788.0002778,LW2GenServer,Busy,0
788.0002778,LWDevGenServer,Busy,0
792.0002778,LW1GenServer,Offshift,0
792.0002778,LW2GenServer,Offshift,0
792.0002778,LWDevGenServer,Offshift,0
796.0002778,LW1GenServer,Busy,0
796.0002778,LW2GenServer,Busy,0
796.0002778,LWDevGenServer,Busy,0
800.0002778,LW1GenServer,Offshift,0
800.0002778,LW2GenServer,Offshift,0
800.0002778,LWDevGenServer,Offshift,0
804.0002778,LW1GenServer,Busy,0
804.0002778,LW2GenServer,Busy,0
804.0002778,LWDevGenServer,Busy,0
808.0002778,LW1GenServer,Offshift,0
808.0002778,LW2GenServer,Offshift,0
808.0002778,LWDevGenServer,Offshift,0
812.0002778,LW1GenServer,Busy,0
812.0002778,LW2GenServer,Busy,0
812.0002778,LWDevGenServer,Busy,0
816.0002778,LW1GenServer,Offshift,0
816.0002778,LW2GenServer,Offshift,0
816.0002778,LWDevGenServer,Offshift,0
820.0002778,LW1GenServer,Busy,0
820.0002778,LW2GenServer,Busy,0
820.0002778,LWDevGenServer,Busy,0
824.0002778,LW1GenServer,Offshift,0
824.0002778,LW2GenServer,Offshift,0
824.0002778,LWDevGenServer,Offshift,0
828.0002778,LW1GenServer,Busy,0
828.0002778,LW2GenServer,Busy,0
828.0002778,LWDevGenServer,Busy,0
